title,make,model,year,condition,transmission,price
Lexus GX 460 Premium 2013 Silver,Lexus,GX 460,2013,foreign used,automatic,"₦ 28,500,000"
Lexus IS 350 2010 Black,Lexus,IS 350,2010,foreign used,automatic,"₦ 12,500,000"
Hyundai Elantra GT 2013 White,Hyundai,Elantra GT,2013,foreign used,automatic,"₦ 9,800,000"
Peugeot 307 2007 Silver,Peugeot,307,2007,foreign used,automatic,"₦ 6,500,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 Silver,Toyota,RAV4 Limited,2015,foreign used,automatic,"₦ 21,500,000"
Acura MDX 2012 Brown,Acura,MDX,2012,foreign used,automatic,"₦ 10,300,000"
New Geely EX5 2025 White,Geely,EX5,2025,brand new,automatic,"₦ 60,600,000"
Mercedes-Benz C43 4Matic Sedan AWD (3.0L V6 9AM) 2017 White,Mercedes-Benz,C43 4Matic,2017,local used,automatic,"₦ 23,000,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2010 Silver,Acura,MDX Technology,2010,foreign used,automatic,"₦ 11,000,000"
Toyota Previa Automatic 2005 Gray,Toyota,Previa Automatic,2005,foreign used,automatic,"₦ 14,500,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Technology,2013,foreign used,automatic,"₦ 10,700,000"
Mazda CX-9 Grand Touring 4dr SUV AWD (3.7L 6cyl 6A) 2015 Red,Mazda,CX-9 Grand,2015,foreign used,automatic,"₦ 18,000,000"
Acura MDX w/Technology & Ent. Pkgs SH-AWD 2017 Silver,Acura,MDX w,2017,foreign used,automatic,"₦ 15,500,000"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Red,Acura,MDX Technology,2008,foreign used,automatic,"₦ 9,500,000"
Toyota Corolla LE Special Edition 4dr Sedan (1.8L 4cyl 4A) 2013 Silver,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 13,500,000"
Honda Civic 2019 Black,Honda,Civic,2019,foreign used,automatic,"₦ 14,500,000"
Honda Accord Sport 4dr Sedan FWD (2.4L 4cyl 2A) 2017 White,Honda,Accord Sport,2017,local used,automatic,"₦ 11,800,000"
Chevrolet Spark 2016 White,Chevrolet,Spark,2016,foreign used,automatic,"₦ 10,800,000"
Hyundai Tucson 2016 Maroon,Hyundai,Tucson,2016,foreign used,automatic,"₦ 18,500,000"
Chevrolet Sonic LT 2013 Red,Chevrolet,Sonic LT,2013,foreign used,automatic,"₦ 9,300,000"
Hyundai Veloster Automatic 2012 Gray,Hyundai,Veloster Automatic,2012,local used,automatic,"₦ 6,700,000"
Toyota Camry XSE 4dr Sedan (3.5L 6cyl 6A) 2017 Black,Toyota,Camry XSE,2017,foreign used,automatic,"₦ 17,000,000"
Lexus RX 350 4WD 2021 White,Lexus,RX 350,2021,foreign used,automatic,"₦ 60,000,000"
Toyota Corolla 2013 Silver,Toyota,Corolla,2013,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 AWD 2015 Gold,Lexus,RX 350,2015,foreign used,automatic,"₦ 23,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Gold,Acura,MDX SUV,2008,local used,automatic,"₦ 8,300,000"
Toyota Highlander Platinum AWD 2020 Red,Toyota,Highlander Platinum,2020,foreign used,automatic,"₦ 78,000,000"
Acura MDX 2015 Gray,Acura,MDX,2015,foreign used,automatic,"₦ 16,500,000"
Honda Accord EX 2dr Coupe (2.4L 4cyl CVT) 2015 Gray,Honda,Accord EX,2015,foreign used,automatic,"₦ 16,300,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2017 Maroon,Toyota,Camry XLE,2017,foreign used,automatic,"₦ 17,000,000"
Toyota Yaris 2007 Red,Toyota,Yaris,2007,foreign used,automatic,"₦ 8,800,000"
Pontiac Vibe Automatic 2003 Red,Pontiac,Vibe Automatic,2003,foreign used,automatic,"₦ 5,600,000"
Pontiac Vibe 2006 Red,Pontiac,Vibe,2006,local used,automatic,"₦ 6,500,000"
Honda Civic 2007 Maroon,Honda,Civic,2007,local used,automatic,"₦ 5,800,000"
Honda Accord Touring V6 2dr Coupe FWD (3.5L 6cyl 6A) 2017 White,Honda,Accord Touring,2017,foreign used,automatic,"₦ 15,800,000"
Toyota Corolla 2017 Red,Toyota,Corolla,2017,local used,automatic,"₦ 9,900,000"
BMW 328i 2010 Silver,BMW,328i,2010,local used,automatic,"₦ 6,800,000"
Honda HR-V 2017 Gray,Honda,HR-V,2017,foreign used,automatic,"₦ 16,900,000"
Land Rover Range Rover Evoque 2020 Silver,Land,Rover Range,2020,local used,automatic,"₦ 10,000,000"
Toyota Corolla 2020 Gray,Toyota,Corolla,2020,foreign used,automatic,"₦ 23,500,000"
Pontiac Vibe 2007 Black,Pontiac,Vibe,2007,local used,automatic,"₦ 6,700,000"
Honda Civic 2007 Blue,Honda,Civic,2007,local used,automatic,"₦ 5,700,000"
Toyota Highlander Limited V6 2005 Gold,Toyota,Highlander Limited,2005,local used,automatic,"₦ 6,200,000"
Ford Edge 2017 Black,Ford,Edge,2017,foreign used,automatic,"₦ 13,000,000"
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,foreign used,automatic,"₦ 16,500,000"
Acura MDX 2015 Silver,Acura,MDX,2015,foreign used,automatic,"₦ 14,200,000"
Toyota RAV4 2015 Silver,Toyota,RAV4,2015,foreign used,automatic,"₦ 19,000,000"
Lexus RX 350 F Sport AWD 2015 Burgundy,Lexus,RX 350,2015,foreign used,automatic,"₦ 27,500,000"
Honda Pilot EX-L 4x4 (3.5L 6cyl 5A) 2004 Gray,Honda,Pilot EX-L,2004,local used,automatic,"₦ 4,500,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander Limited,2016,foreign used,automatic,"₦ 26,500,000"
Honda Accord 2017 Silver,Honda,Accord,2017,foreign used,automatic,"₦ 24,500,000"
Acura MDX Technology and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,foreign used,automatic,"₦ 14,000,000"
BMW 328i 2007 Black,BMW,328i,2007,local used,automatic,"₦ 6,400,000"
Honda CR-V 2008 Blue,Honda,CR-V,2008,local used,automatic,"₦ 5,850,000"
Honda Accord 2007 Blue,Honda,Accord,2007,local used,automatic,"₦ 4,500,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,foreign used,automatic,"₦ 16,500,000"
Honda Civic EX-L 2dr Coupe (1.8L 4cyl CVT) 2014 Silver,Honda,Civic EX-L,2014,foreign used,automatic,"₦ 10,800,000"
Honda Accord 2014 Gray,Honda,Accord,2014,local used,automatic,"₦ 10,500,000"
Mercedes-Benz E350 2015 White,Mercedes-Benz,E350,2015,foreign used,automatic,"₦ 17,900,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 14,800,000"
Toyota Avalon 2017 Black,Toyota,Avalon,2017,foreign used,automatic,"₦ 22,000,000"
Toyota Camry 2009 Red,Toyota,Camry,2009,foreign used,automatic,"₦ 9,500,000"
Lexus ES 350 FWD 2015 Gray,Lexus,ES 350,2015,foreign used,automatic,"₦ 18,300,000"
Toyota Highlander Limited 3.5l 4WD 2013 Gray,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz C350 C 350 4MATIC AWD 2014 Silver,Mercedes-Benz,C350 C,2014,foreign used,automatic,"₦ 16,500,000"
Acura MDX Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,foreign used,automatic,"₦ 13,500,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Technology,2013,foreign used,automatic,"₦ 10,500,000"
Toyota Sienna Limited AWD 7-Passenger 2013 Gray,Toyota,Sienna Limited,2013,foreign used,automatic,"₦ 18,900,000"
Honda CR-V EX 4dr SUV (2.4L 4cyl 5A) 2012 Blue,Honda,CR-V EX,2012,foreign used,automatic,"₦ 12,000,000"
Acura MDX w/Advance & Ent. Pkgs SH-AWD 2018 Gray,Acura,MDX w,2018,foreign used,automatic,"₦ 23,500,000"
Toyota Highlander 3.5L 4WD 2013 Black,Toyota,Highlander 3,2013,foreign used,automatic,"₦ 16,000,000"
Toyota Corolla 2017 White,Toyota,Corolla,2017,local used,automatic,"₦ 10,800,000"
Honda Accord 2017 Black,Honda,Accord,2017,foreign used,automatic,"₦ 17,500,000"
BMW 328i 2013 Black,BMW,328i,2013,local used,automatic,"₦ 11,500,000"
Toyota Corolla 2015 Black,Toyota,Corolla,2015,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,local used,automatic,"₦ 14,500,000"
Acura MDX 2015 Black,Acura,MDX,2015,foreign used,automatic,"₦ 14,200,000"
Acura MDX 2012 Gray,Acura,MDX,2012,foreign used,automatic,"₦ 11,500,000"
Toyota Venza 2011 Brown,Toyota,Venza,2011,foreign used,automatic,"₦ 16,700,000"
Toyota Avalon Limited FWD Sedan (3.5L V6 8A) 2019 Gray,Toyota,Avalon Limited,2019,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz GLK-Class Base GLK 250 BlueTEC 4dr AWD 4MATIC (2.1L 4cyl),,,,foreign used,automatic,"₦ 20,000,000"
Toyota RAV4 2015 Red,Toyota,RAV4,2015,foreign used,automatic,"₦ 22,000,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Technology,2013,foreign used,automatic,"₦ 10,800,000"
Toyota Camry 2014 Gray,Toyota,Camry,2014,foreign used,automatic,"₦ 14,500,000"
Honda Accord Crosstour EX-L AWD 2013 White,Honda,Accord Crosstour,2013,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,Mercedes-Benz,GLK-Class 350,2011,foreign used,automatic,"₦ 13,800,000"
Toyota Highlander Limited 3.5l 4WD 2013 Black,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 15,800,000"
Toyota Highlander Limited 3.5l 4WD 2013 Gray,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 15,500,000"
Chevrolet Sonic 2013 Red,Chevrolet,Sonic,2013,foreign used,automatic,"₦ 9,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,local used,automatic,"₦ 9,500,000"
Peugeot 307 2007 Silver,Peugeot,307,2007,local used,automatic,"₦ 4,800,000"
BMW 3 Series 2005 Gray,BMW,3 Series,2005,local used,automatic,"₦ 6,800,000"
Pontiac Vibe 2010 Silver,Pontiac,Vibe,2010,foreign used,automatic,"₦ 10,500,000"
Honda Accord 2008 White,Honda,Accord,2008,local used,automatic,"₦ 5,800,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,foreign used,automatic,"₦ 10,800,000"
Acura MDX 2014 Blue,Acura,MDX,2014,foreign used,automatic,"₦ 14,000,000"
Toyota Tundra 2018 Gray,Toyota,Tundra,2018,foreign used,automatic,"₦ 40,000,000"
Toyota Camry 2011 Black,Toyota,Camry,2011,foreign used,automatic,"₦ 11,700,000"
Acura MDX 2015 Green,Acura,MDX,2015,foreign used,automatic,"₦ 14,300,000"
Lexus RX 2011 Black,Lexus,RX,2011,foreign used,automatic,"₦ 24,046,875"
Acura MDX 2016 Silver,Acura,MDX,2016,foreign used,automatic,"₦ 14,500,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Technology,2013,foreign used,automatic,"₦ 10,500,000"
Toyota Matrix 2012 Blue,Toyota,Matrix,2012,foreign used,automatic,"₦ 13,000,000"
Acura MDX Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,foreign used,automatic,"₦ 12,700,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2011 Black,Acura,MDX Technology,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Highlander Limited 2012 Black,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 16,500,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Advance,2013,foreign used,automatic,"₦ 9,800,000"
Mercedes-Benz C300 2012 Black,Mercedes-Benz,C300,2012,local used,automatic,"₦ 9,500,000"
Toyota Venza 2010 White,Toyota,Venza,2010,local used,automatic,"₦ 10,800,000"
BMW 328i 2013 Brown,BMW,328i,2013,local used,automatic,"₦ 11,500,000"
Mercedes-Benz E350 2011 Black,Mercedes-Benz,E350,2011,local used,automatic,"₦ 9,800,000"
Honda CR-V Touring AWD 2019 Gray,Honda,CR-V Touring,2019,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2016 Silver,Toyota,Camry,2016,foreign used,automatic,"₦ 14,300,000"
Hyundai Accent 2013 White,Hyundai,Accent,2013,foreign used,automatic,"₦ 9,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry LE,2009,foreign used,automatic,"₦ 9,500,000"
Acura MDX 2016 Black,Acura,MDX,2016,foreign used,automatic,"₦ 16,000,000"
Toyota Camry 2.4 LE 2008 White,Toyota,Camry 2,2008,local used,automatic,"₦ 6,300,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX Technology,2013,foreign used,automatic,"₦ 11,300,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Red,Toyota,Corolla S,2010,foreign used,automatic,"₦ 11,000,000"
Acura MDX 2015 Black,Acura,MDX,2015,foreign used,automatic,"₦ 14,300,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,foreign used,automatic,"₦ 15,300,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Brown,Acura,MDX Technology,2013,foreign used,automatic,"₦ 11,000,000"
Acura MDX Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,foreign used,automatic,"₦ 14,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,MDX Advance,2013,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Black,Toyota,Corolla LE,2010,foreign used,automatic,"₦ 11,000,000"
Honda Civic EX-L 2dr Coupe (1.5L 4cyl) 2017 White,Honda,Civic EX-L,2017,foreign used,automatic,"₦ 16,500,000"
Toyota Avensis 2007 Gray,Toyota,Avensis,2007,local used,automatic,"₦ 5,500,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2015 Blue,Toyota,Corolla S,2015,foreign used,automatic,"₦ 14,000,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Black,Honda,Accord EX-L,2017,foreign used,automatic,"₦ 15,800,000"
Peugeot 206 2006 Gray,Peugeot,206,2006,foreign used,manual,"₦ 5,300,000"
Pontiac Vibe 2008 Gray,Pontiac,Vibe,2008,local used,automatic,"₦ 6,800,000"
Lexus ES 2016 Gold,Lexus,ES,2016,foreign used,automatic,"₦ 18,000,000"
Toyota Highlander 2013 Black,Toyota,Highlander,2013,foreign used,automatic,"₦ 20,000,000"
Acura MDX 2012 Maroon,Acura,MDX,2012,foreign used,automatic,"₦ 11,500,000"
Lexus RX 2014 Burgundy,Lexus,RX,2014,foreign used,automatic,"₦ 23,300,000"
Honda Accord 2015 Silver,Honda,Accord,2015,foreign used,automatic,"₦ 16,500,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2011 White,Acura,MDX SUV,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Highlander XLE 2019 Gray,Toyota,Highlander XLE,2019,foreign used,automatic,"₦ 45,000,000"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Gray,Acura,MDX Technology,2008,foreign used,automatic,"₦ 9,500,000"
Honda Pilot 2012 Red,Honda,Pilot,2012,foreign used,automatic,"₦ 14,500,000"
Lexus RX 330 AWD 2006 Silver,Lexus,RX 330,2006,foreign used,automatic,"₦ 12,800,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2011 Silver,Toyota,Corolla LE,2011,foreign used,automatic,"₦ 12,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Silver,Acura,MDX Advance,2013,foreign used,automatic,"₦ 9,600,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry SE,2009,foreign used,automatic,"₦ 11,000,000"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Black,Acura,MDX Technology,2008,foreign used,automatic,"₦ 9,500,000"
Toyota Highlander Limited 2009 Gray,Toyota,Highlander Limited,2009,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz GLC-Class 2017 Gray,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 55,000,000"
BMW 5 Series 2013 Black,BMW,5 Series,2013,local used,automatic,"₦ 12,500,000"
Mercedes-Benz C180 2005 Silver,Mercedes-Benz,C180,2005,local used,automatic,"₦ 4,300,000"
Mercedes-Benz C300 2008 Silver,Mercedes-Benz,C300,2008,local used,automatic,"₦ 7,900,000"
Honda Accord Sport 4dr Sedan (2.4L 4cyl 6M) 2014 Gray,Honda,Accord Sport,2014,local used,automatic,"₦ 9,500,000"
Toyota Corolla S Premium 4dr Sedan (1.8L 4cyl CVT) 2016 White,Toyota,Corolla S,2016,foreign used,automatic,"₦ 14,900,000"
Toyota Corolla 2017 Silver,Toyota,Corolla,2017,local used,automatic,"₦ 13,500,000"
Toyota Solara 2.4 Coupe 2005 White,Toyota,Solara 2,2005,local used,automatic,"₦ 2,600,000"
Toyota Highlander 2006 Gray,Toyota,Highlander,2006,foreign used,automatic,"₦ 11,500,000"
Toyota Camry XLE 4dr Sedan w/Prod. End 11/13 (3.5L 6cyl 6A) 2014 Black,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 15,500,000"
Nissan NV3500 2014 Black,Nissan,NV3500,2014,local used,automatic,"₦ 13,800,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Base,2016,foreign used,automatic,"₦ 20,500,000"
Toyota Highlander Limited V6 2006 Silver,Toyota,Highlander Limited,2006,foreign used,automatic,"₦ 11,000,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES 350,2014,foreign used,automatic,"₦ 15,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Blue,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 12,800,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Brown,Acura,MDX Advance,2013,foreign used,automatic,"₦ 10,000,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Technology,2012,foreign used,automatic,"₦ 10,900,000"
Lexus ES 350 FWD 2015 Black,Lexus,ES 350,2015,foreign used,automatic,"₦ 22,000,000"
Toyota Highlander Limited Platinum 4dr SUV (3.5L 6cyl 6A) 2015 Silver,Toyota,Highlander Limited,2015,foreign used,automatic,"₦ 24,500,000"
Toyota Hilux 2.5 Diesel 2020 Gray,Toyota,Hilux 2,2020,foreign used,automatic,"₦ 56,000,000"
Toyota RAV4 SE AWD (2.5L 4cyl 6A) 2017 Brown,Toyota,RAV4 SE,2017,foreign used,automatic,"₦ 26,500,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Technology,2012,foreign used,automatic,"₦ 10,500,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Gray,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 43,000,000"
Toyota Corolla LE 2020 Blue,Toyota,Corolla LE,2020,foreign used,automatic,"₦ 26,000,000"
Toyota Camry 2016 Black,Toyota,Camry,2016,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz C300 2016 Gray,Mercedes-Benz,C300,2016,local used,automatic,"₦ 12,000,000"
Honda CR-V 2013 Black,Honda,CR-V,2013,local used,automatic,"₦ 11,500,000"
Honda Accord 2016 Red,Honda,Accord,2016,local used,automatic,"₦ 11,000,000"
Honda Crosstour 2010 Black,Honda,Crosstour,2010,local used,automatic,"₦ 7,400,000"
Nissan Pathfinder 2014 Gray,Nissan,Pathfinder,2014,foreign used,automatic,"₦ 16,000,000"
BMW X1 2012 Black,BMW,X1,2012,foreign used,automatic,"₦ 13,300,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6A) 2011 Gray,Toyota,Camry LE,2011,foreign used,automatic,"₦ 10,600,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2011 Silver,Toyota,Camry XLE,2011,foreign used,automatic,"₦ 11,500,000"
Toyota Tacoma V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A) 2014,Toyota,Tacoma V6,2014,foreign used,automatic,"₦ 25,000,000"
Ford Edge 2013 Silver,Ford,Edge,2013,foreign used,automatic,"₦ 15,300,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 6M) 2015 Gray,Toyota,Corolla L,2015,foreign used,automatic,"₦ 14,800,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX Advance,2013,foreign used,automatic,"₦ 9,800,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Gray,Toyota,Camry XLE,2009,foreign used,automatic,"₦ 10,500,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2011 Gray,Acura,MDX Technology,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Highlander Limited 2019 Silver,Toyota,Highlander Limited,2019,foreign used,automatic,"₦ 39,500,000"
Lexus RX 2015 Blue,Lexus,RX,2015,foreign used,automatic,"₦ 23,000,000"
Honda Civic Touring Coupe 2019 Gray,Honda,Civic Touring,2019,foreign used,automatic,"₦ 16,800,000"
Mini Clubman 2016 Green,Mini,Clubman,2016,foreign used,automatic,"₦ 22,000,000"
Hyundai Elantra 2015 Gray,Hyundai,Elantra,2015,foreign used,automatic,"₦ 11,500,000"
Hyundai I10 2016 White,Hyundai,I10,2016,foreign used,automatic,"₦ 15,800,000"
Mercedes-Benz C230 2007 Gray,Mercedes-Benz,C230,2007,local used,automatic,"₦ 6,100,000"
Toyota Sienna 2008 Black,Toyota,Sienna,2008,local used,automatic,"₦ 7,900,000"
Mercedes-Benz C180 2000 Green,Mercedes-Benz,C180,2000,local used,automatic,"₦ 3,650,000"
Honda Civic EX-L 2dr Coupe (1.8L 4cyl CVT) 2014 White,Honda,Civic EX-L,2014,foreign used,automatic,"₦ 8,800,000"
Kia Morning 2013 Black,Kia,Morning,2013,local used,automatic,"₦ 6,400,000"
Peugeot 206 2005 Black,Peugeot,206,2005,local used,automatic,"₦ 3,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,Toyota,Camry XLE,2016,foreign used,automatic,"₦ 16,500,000"
Toyota 4-Runner Limited 2WD 2012 White,Toyota,4-Runner Limited,2012,local used,automatic,"₦ 25,000,000"
Mercedes-Benz CLS 550 2012 Blue,Mercedes-Benz,CLS 550,2012,local used,automatic,"₦ 14,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 Silver,Acura,MDX Advance,2013,foreign used,automatic,"₦ 9,700,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Technology,2012,foreign used,automatic,"₦ 10,500,000"
Acura MDX Technology and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,foreign used,automatic,"₦ 14,300,000"
Lexus RX 350 4WD 2021 White,Lexus,RX 350,2021,foreign used,automatic,"₦ 70,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 Brown,Toyota,RAV4 Limited,2015,foreign used,automatic,"₦ 23,000,000"
Toyota RAV4 2.5 Limited 4x4 2012 Silver,Toyota,RAV4 2,2012,foreign used,automatic,"₦ 15,700,000"
Mercedes-Benz C300 2008 Black,Mercedes-Benz,C300,2008,local used,automatic,"₦ 6,200,000"
Honda Accord 2017 Silver,Honda,Accord,2017,local used,automatic,"₦ 9,800,000"
Honda Accord 2006 Black,Honda,Accord,2006,local used,automatic,"₦ 4,800,000"
Honda CR-V 2017 Gray,Honda,CR-V,2017,foreign used,automatic,"₦ 29,500,000"
Toyota Highlander Limited V6 2007 Blue,Toyota,Highlander Limited,2007,foreign used,automatic,"₦ 11,700,000"
Lexus RX 2000 Gold,Lexus,RX,2000,local used,automatic,"₦ 3,500,000"
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012,local used,automatic,"₦ 5,700,000"
Honda Pilot 2015 Red,Honda,Pilot,2015,foreign used,automatic,"₦ 13,500,000"
Lexus GX 460 Premium 2013 Black,Lexus,GX 460,2013,foreign used,automatic,"₦ 27,500,000"
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,Toyota,Camry SE,2014,foreign used,automatic,"₦ 15,000,000"
Toyota Sienna Limited Premium AWD (3.5L 6cyl 8A) 2018 White,Toyota,Sienna Limited,2018,foreign used,automatic,"₦ 48,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Black,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Highlander Limited 2010 Red,Toyota,Highlander Limited,2010,foreign used,automatic,"₦ 12,500,000"
Honda Accord EX-L V-6 4dr Sedan (3.5L 6cyl 6A) 2014 Silver,Honda,Accord EX-L,2014,local used,automatic,"₦ 11,500,000"
Toyota Camry 2016 Blue,Toyota,Camry,2016,foreign used,automatic,"₦ 16,000,000"
